"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Comp","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV1491",31.6193703251854,-24.1782403798113,3.96878263327687,-6.09210496364432,1.11435575475997e-09,5.27090272001464e-07,"GFE","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Unclassified"
"ASV31",151.510791674661,8.01607196191046,2.03963322824673,3.9301536427709,8.4891598595276e-05,0.0169453039483178,"GFE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrionaceae UCG-002","Unclassified"
"ASV47",308.031789121878,6.87622143461689,1.91555978732618,3.58966683269907,0.000331100870332749,0.0169453039483178,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV54",141.648103659564,6.84980227161181,1.79901778382678,3.80752337925267,0.000140365472694652,0.0169453039483178,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Unclassified","Unclassified"
"ASV62",221.030007332637,6.90515198662748,1.86521493172546,3.70206771840482,0.000213849518812763,0.0169453039483178,"GFE","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Pseudobutyrivibrio","Unclassified"
"ASV93",154.935662750717,6.55675711009277,1.79591107236685,3.65093640268699,0.000261285939317835,0.0169453039483178,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV160",84.0258938790696,9.22266734629411,2.58405387736205,3.56906929344257,0.000358251669097628,0.0169453039483178,"GFE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Ruminobacter","Unclassified"
"ASV170",90.474655476014,6.86301600710027,1.89118997544427,3.62894055923072,0.000284586752681666,0.0169453039483178,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae YAB2003 group","Unclassified"
"ASV265",41.867359076372,7.41618146400121,2.0419852910365,3.63184862131734,0.000281398182213464,0.0169453039483178,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales RF16 group","Unclassified","Unclassified"
"ASV275",51.5676465932971,6.92116645989271,1.92552326460981,3.59443408817769,0.000325097429899544,0.0169453039483178,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV10",655.446292283825,5.22340773123584,1.53166885715288,3.41027220527633,0.000648980719913225,0.017053771139942,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","ruminicola"
"ASV28",331.722077666744,5.78644486144262,1.66404684618047,3.47733290966201,0.000506428590792861,0.017053771139942,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV71",138.942635753532,6.58202626874252,1.90905762300146,3.4477881596859,0.000565197143720191,0.017053771139942,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV144",170.870219657169,7.3602377499687,2.13223987045831,3.45188074378643,0.000556693716862395,0.017053771139942,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV180",60.6953481337021,7.45018406256112,2.17321742821248,3.42818162869652,0.00060763878043526,0.017053771139942,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Unclassified","Unclassified","Unclassified"
"ASV192",534.006874997235,-7.88616506206534,2.29273851174106,-3.43962690105325,0.000582516620381333,0.017053771139942,"GFE","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Unclassified"
"ASV279",49.1391463309021,7.43355663249725,2.1524803374115,3.45348410542815,0.000553394914161243,0.017053771139942,"GFE","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Shuttleworthia","Unclassified"
"ASV400",41.5146112370448,7.77223561757172,2.26874261038053,3.42578994285655,0.000613014267511884,0.017053771139942,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV365",692.891789729208,-9.43054699067444,2.79885853895067,-3.36942609261348,0.000753248885150125,0.0183333528336249,"GFE","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Unclassified","Unclassified"
"ASV556",217.948851029291,-7.22334303114541,2.14884313099137,-3.36150318604827,0.000775194622986253,0.0183333528336249,"GFE","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Unclassified"
"ASV3",1927.28063787839,5.25979068754741,1.59556629235578,3.29650401412126,0.000978962156551582,0.0191935696910154,"GFE","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Succiniclasticum","Unclassified"
"ASV7",1165.65825578996,5.29040077698065,1.62138681631159,3.26288626733472,0.00110283768770917,0.0191935696910154,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV17",701.5082961905,5.72771766493649,1.75896518804176,3.25629961518061,0.0011287457305243,0.0191935696910154,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV74",101.79834302783,6.86976321867476,2.10683872206934,3.26069724593217,0.00111138637480311,0.0191935696910154,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV80",87.4897779258517,7.12150967456898,2.17768320245696,3.27022299043964,0.00107462735432888,0.0191935696910154,"GFE","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","Unclassified"
"ASV158",90.5933893571436,5.71248300497621,1.75529350992934,3.25443179312282,0.00113619440031381,0.0191935696910154,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV333",37.8479823448415,7.40367929198638,2.27020337880822,3.26124053954719,0.00110925897686548,0.0191935696910154,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV409",312.719387669961,-8.01226708198332,2.41836478221978,-3.3130928555075,0.000922703405519945,0.0191935696910154,"GFE","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Unclassified"
"ASV1007",262.56641788797,-8.96577460686365,2.79094618710657,-3.21244983091511,0.00131608132078471,0.0214657401631437,"GFE","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Unclassified"
"ASV67",138.188655122095,6.74294420129401,2.12753506391381,3.16936924597129,0.00152770178098787,0.0221362514050895,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group","Unclassified"
"ASV116",64.4152038936028,5.81962893278269,1.83804230441759,3.16621054847088,0.00154438963291322,0.0221362514050895,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV244",35.2093936414502,6.47560809817802,2.03266848942401,3.18576695209802,0.0014437084180241,0.0221362514050895,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV393",55.5290228359685,6.58219854373794,2.07623816339315,3.17025217038723,0.0015230669553665,0.0221362514050895,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Unclassified","Unclassified"
"ASV22",296.189922736455,-4.29503424770104,1.37492930767067,-3.12382187486967,0.00178518491779454,0.0222810109837419,"GFE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Bibersteinia","trehalosi"
"ASV33",329.351917857748,6.35715079970763,2.03326308222546,3.12657562874232,0.00176855009756481,0.0222810109837419,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV108",105.784105084339,4.73266749037647,1.51402990665443,3.1258745085388,0.00177277183426549,0.0222810109837419,"GFE","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Unclassified"
"ASV298",59.2405186890147,6.54605399259393,2.092283047853,3.1286655977599,0.00175602030246283,0.0222810109837419,"GFE","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified","Unclassified"
"ASV477",31.7420574019435,7.53983597791461,2.41427236391369,3.12302625445791,0.00179001779573402,0.0222810109837419,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","ruminicola"
"ASV78",191.628516531657,5.18530150335931,1.67214723258936,3.10098381428395,0.00192878833297513,0.0233927405512112,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV215",80.4196414379147,5.94531463099129,1.93791652880121,3.06788994398487,0.0021557599633131,0.0254918615661774,"GFE","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] ruminantium group","Unclassified"
"ASV20",385.801533121041,5.58822202548452,1.84320736888979,3.03179236357462,0.00243106367036703,0.0257175376424946,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV82",133.699850266487,5.74548167973863,1.89787845915369,3.02731803083991,0.00246734218319047,0.0257175376424946,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","ruminicola"
"ASV308",51.9346511660523,6.07814131519441,2.00794132181581,3.02705126347908,0.00246952073903019,0.0257175376424946,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV363",59.729263010675,6.89271244845529,2.27993038859951,3.02321179757126,0.00250107131406924,0.0257175376424946,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV483",32.1720975736968,6.40835853292658,2.11688632844944,3.02725680014218,0.00246784206817463,0.0257175376424946,"GFE","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified","Unclassified"
"ASV714",19.526972800942,7.7914420244176,2.56330655180763,3.03960601939051,0.00236887810011251,0.0257175376424946,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV114",96.3769061410379,5.96930768952729,1.98456056044557,3.0078737875286,0.00263082373184961,0.0261505143702313,"GFE","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Unclassified"
"ASV153",66.1244916339191,7.05705714104654,2.34825420127185,3.00523560746717,0.00265375198683108,0.0261505143702313,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV41",219.394949496637,5.58744871797801,1.87418525602161,2.98126810037907,0.0028705736391538,0.0268786595838995,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV52",223.60643143615,6.0167919946795,2.02018153774984,2.97834223422379,0.00289812185788345,0.0268786595838995,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unclassified"
"ASV162",66.2858952158135,6.46364038238211,2.16840879615242,2.98082187908989,0.00287475948622693,0.0268786595838995,"GFE","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio","Unclassified"
"ASV174",64.0150562737077,6.2942237880081,2.11885244360701,2.97058146120509,0.00297236563194307,0.0270370950751745,"GFE","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","bryantii"
"ASV23",606.312847479486,4.72245161243586,1.65941753845007,2.84584892169257,0.00442932038397026,0.0273885198697534,"GFE","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Succiniclasticum","Unclassified"
